GWA Element ID	IWA Element ID	DWA Element ID	DWA Element Name
4.A.3.a.1	4.A.3.a.1.c	4.A.3.a.1.c.24	Clean vehicles or vehicle components.
4.A.3.a.1	4.A.3.a.1.d	4.A.3.a.1.d.1	Protect structures or surfaces near work areas to avoid damage.
4.A.3.a.1	4.A.3.a.1.d	4.A.3.a.1.d.2	Apply protective coverings to objects or surfaces near work areas.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.1	Dispose of biomedical waste in accordance with standards.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.2	Dispose of hazardous materials.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.3	Remove debris from work sites.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.4	Remove trash.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.5	Remove worn, damaged or outdated materials from work areas.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.6	Remove debris or vegetation from work sites.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.7	Dispose of trash or waste materials.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.8	Remove excess materials from finished construction projects.
4.A.3.a.1	4.A.3.a.1.e	4.A.3.a.1.e.9	Remove debris or damaged materials.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.1	Load shipments, belongings, or materials.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.2	Load materials into equipment for processing.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.3	Load or unload materials used in construction or extraction.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.4	Place materials into molds.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.5	Load materials into construction equipment.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.6	Load materials or equipment.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.7	Load agricultural or forestry products for shipment.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.8	Stack finished items for further processing or shipment.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.9	Secure cargo.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.10	Load materials into production equipment.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.11	Unload materials or equipment.
4.A.3.a.1	4.A.3.a.1.f	4.A.3.a.1.f.12	Load items into ovens or furnaces.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.1	Dig holes or trenches.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.2	Prepare surfaces for finishing.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.3	Pour materials into or on designated areas.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.4	Shovel materials.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.5	Spread sand, dirt or other loose materials onto surfaces.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.6	Apply adhesives to construction materials.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.7	Assist skilled construction or extraction personnel.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.8	Compact materials to create level bases.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.9	Spread concrete or other aggregate mixtures.
4.A.3.a.1	4.A.3.a.1.g	4.A.3.a.1.g.10	Finish concrete surfaces.
4.A.3.a.1	4.A.3.a.1.h	4.A.3.a.1.h.1	Operate garment treatment equipment.
4.A.3.a.1	4.A.3.a.1.h	4.A.3.a.1.h.2	Clean fabrics or apparel.
4.A.3.a.1	4.A.3.a.1.h	4.A.3.a.1.h.3	Clean tableware.
4.A.3.a.1	4.A.3.a.1.h	4.A.3.a.1.h.4	Apply water or solutions to fabrics or apparel.
4.A.3.a.1	4.A.3.a.1.h	4.A.3.a.1.h.5	Clean workpieces or finished products.
4.A.3.a.1	4.A.3.a.1.h	4.A.3.a.1.h.6	Clean objects.
4.A.3.a.1	4.A.3.a.1.h	4.A.3.a.1.h.7	Clean materials to prepare them for production.
4.A.3.a.1	4.A.3.a.1.i	4.A.3.a.1.i.1	Sterilize medical equipment or instruments.
4.A.3.a.1	4.A.3.a.1.i	4.A.3.a.1.i.2	Clean medical equipment.
4.A.3.a.1	4.A.3.a.1.i	4.A.3.a.1.i.3	Clean medical equipment or facilities.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.1	Transport biological or other medical materials.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.2	Move equipment, supplies or food to required locations.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.3	Transport animals, crops, or equipment.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.4	Move materials, equipment, or supplies.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.5	Deliver items.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.6	Move large objects using heavy equipment.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.7	Handle caskets.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.8	Move furniture.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.9	Handle luggage or other possessions for patrons.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.10	Move construction or extraction materials to locations where they are needed.
4.A.3.a.1	4.A.3.a.1.j	4.A.3.a.1.j.11	Move products, materials, or equipment between work areas.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.1	Use weapons or physical force to maintain security.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.2	Block physical access to restricted areas.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.3	Provide security escorts for officials, jury members, or other individuals.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.4	Detain suspects or witnesses.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.5	Maintain public order or security.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.6	Guard facilities.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.7	Maintain security.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.8	Apprehend criminal suspects.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.9	Confiscate prohibited or dangerous items.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.10	Enforce rules or regulations.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.11	Search individuals for illegal or dangerous items.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.12	Prevent unauthorized individuals from entering restricted areas.
4.A.3.a.1	4.A.3.a.1.k	4.A.3.a.1.k.13	Maintain safety.
4.A.3.a.1	4.A.3.a.1.l	4.A.3.a.1.l.1	Guide patrons on tours.
4.A.3.a.1	4.A.3.a.1.l	4.A.3.a.1.l.2	Provide escort or transportation.
4.A.3.a.1	4.A.3.a.1.l	4.A.3.a.1.l.3	Usher patrons to seats or exits.
4.A.3.a.1	4.A.3.a.1.l	4.A.3.a.1.l.4	Accompany patients or clients on outings to provide assistance.
4.A.3.a.1	4.A.3.a.1.l	4.A.3.a.1.l.5	Escort prisoners to courtrooms, prisons, or other facilities.
4.A.3.a.1	4.A.3.a.1.l	4.A.3.a.1.l.6	Accompany individuals or groups to activities.
4.A.3.a.1	4.A.3.a.1.m	4.A.3.a.1.m.1	Transport clients to appointments.
4.A.3.a.1	4.A.3.a.1.m	4.A.3.a.1.m.2	Move patients to or from treatment areas.
4.A.3.a.1	4.A.3.a.1.n	4.A.3.a.1.n.1	Climb ladders or vehicles to perform duties.
4.A.3.a.1	4.A.3.a.1.n	4.A.3.a.1.n.2	Climb equipment or structures to access work areas.
4.A.3.a.1	4.A.3.a.1.o	4.A.3.a.1.o.1	Arrange tables or dining areas.
4.A.3.a.1	4.A.3.a.1.o	4.A.3.a.1.o.2	Serve food or beverages.
4.A.3.a.1	4.A.3.a.1.o	4.A.3.a.1.o.3	Collect dirty dishes or other tableware.
4.A.3.a.1	4.A.3.a.1.p	4.A.3.a.1.p.1	Participate in athletic events.
4.A.3.a.1	4.A.3.a.1.p	4.A.3.a.1.p.2	Participate in physical training to maintain fitness.
4.A.3.a.1	4.A.3.a.1.p	4.A.3.a.1.p.3	Practice athletic or artistic skills.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.1	Harvest agricultural products.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.2	Perform manual agricultural, aquacultural, or horticultural tasks.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.3	Cultivate lawns, turf, or gardens.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.4	Prepare land for agricultural use.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.5	Plant greenery to improve landscape appearance.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.6	Plant crops, trees, or other plants.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.7	Cultivate land.
4.A.3.a.1	4.A.3.a.1.q	4.A.3.a.1.q.8	Irrigate lawns, trees, or plants.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.1	Install carpet or flooring.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.2	Install insulation in equipment or structures.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.3	Install masonry materials.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.4	Assemble structural components.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.5	Install fencing or other barriers.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.6	Install metal structural components.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.7	Install structural foundations.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.8	Assemble temporary equipment or structures.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.9	Build agricultural structures.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.10	Install safety or support equipment.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.11	Install trim or paneling.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.12	Assemble metal structures.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.13	Install building fixtures.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.14	Install doors or windows.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.15	Install roofing materials.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.16	Construct exhibits or parts of exhibits.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.17	Install wooden structural components.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.18	Install equipment to protect or support trees.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.19	Install hardware or other interior fixtures.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.20	Install green structural components, equipment or systems.
4.A.3.a.2	4.A.3.a.2.a	4.A.3.a.2.a.21	Install prefabricated or manufactured structures.
4.A.3.a.2	4.A.3.a.2.b	4.A.3.a.2.b.1	Collect samples for analysis or testing.
4.A.3.a.2	4.A.3.a.2.b	4.A.3.a.2.b.2	Collect samples of raw materials or finished products.
4.A.3.a.2	4.A.3.a.2.b	4.A.3.a.2.b.3	Collect samples of materials or products for testing.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.1	Cut cooked or raw foods.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.2	Prepare foods for cooking or serving.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.3	Prepare meat products for sale or consumption.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.4	Add garnishes to food.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.5	Assist chefs or caterers with food or drink preparation.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.6	Prepare hot or cold beverages.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.7	Cook foods.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.8	Arrange food for serving.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.9	Prepare breads or doughs.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.10	Cut meat products.
4.A.3.a.2	4.A.3.a.2.c	4.A.3.a.2.c.11	Prepare foods or meals.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.1	Install parts, assemblies, or attachments in transportation or material handling equipment.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.2	Assemble equipment or components.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.3	Reassemble equipment after repair.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.4	Assemble precision electronics or optical equipment.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.5	Assemble machine tools, parts, or fixtures.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.6	Assemble electromechanical or hydraulic systems.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.7	Install vehicle parts or accessories.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.8	Install machine or equipment replacement parts.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.9	Bolt objects into place.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.10	Assemble products or production equipment.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.11	Assemble electrical or electronic equipment.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.12	Assemble mechanical components or machine parts.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.13	Install gauges or controls.
4.A.3.a.2	4.A.3.a.2.d	4.A.3.a.2.d.14	Assemble electrical components, subsystems, or systems.
4.A.3.a.2	4.A.3.a.2.e	4.A.3.a.2.e.1	Sew clothing or other articles.
4.A.3.a.2	4.A.3.a.2.e	4.A.3.a.2.e.2	Sew materials.
4.A.3.a.2	4.A.3.a.2.e	4.A.3.a.2.e.3	Repair textiles or apparel.
4.A.3.a.2	4.A.3.a.2.e	4.A.3.a.2.e.4	Operate sewing equipment.
4.A.3.a.2	4.A.3.a.2.f	4.A.3.a.2.f.1	Feed materials or products into or through equipment.
4.A.3.a.2	4.A.3.a.2.f	4.A.3.a.2.f.2	Mount attachments or tools onto production equipment.
4.A.3.a.2	4.A.3.a.2.f	4.A.3.a.2.f.3	Mount materials or workpieces onto production equipment.
4.A.3.a.2	4.A.3.a.2.f	4.A.3.a.2.f.4	Maneuver workpieces in equipment during production.
4.A.3.a.2	4.A.3.a.2.f	4.A.3.a.2.f.5	Adjust fabrics or other materials during garment production.
4.A.3.a.2	4.A.3.a.2.f	4.A.3.a.2.f.6	Position raw materials on processing or production equipment.
4.A.3.a.2	4.A.3.a.2.g	4.A.3.a.2.g.1	Reshape metal workpieces to established specifications.
4.A.3.a.2	4.A.3.a.2.g	4.A.3.a.2.g.2	Shape clay or dough to create products.
4.A.3.a.2	4.A.3.a.2.g	4.A.3.a.2.g.3	Shape glass or similar materials.
4.A.3.a.2	4.A.3.a.2.g	4.A.3.a.2.g.4	Reshape small metal components for precision assembly.
4.A.3.a.2	4.A.3.a.2.g	4.A.3.a.2.g.5	Shape metal workpieces with hammers or other small hand tools.
4.A.3.a.2	4.A.3.a.2.g	4.A.3.a.2.g.6	Shape surfaces or edges of wood workpieces.
4.A.3.a.2	4.A.3.a.2.h	4.A.3.a.2.h.1	Arrange artwork, products, or props.
4.A.3.a.2	4.A.3.a.2.h	4.A.3.a.2.h.2	Set up merchandise displays.
4.A.3.a.2	4.A.3.a.2.h	4.A.3.a.2.h.3	Prepare materials for preservation, storage, or display.
4.A.3.a.2	4.A.3.a.2.h	4.A.3.a.2.h.4	Decorate indoor or outdoor spaces.
4.A.3.a.2	4.A.3.a.2.h	4.A.3.a.2.h.5	Arrange items for use or display.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.1	Adjust tuning or functioning of musical instruments.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.2	Adjust equipment controls to regulate gas flow.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.3	Adjust equipment controls to regulate flow of production materials or products.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.4	Calibrate scientific or technical equipment.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.5	Adjust equipment to ensure optimal performance.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.6	Calibrate equipment to specifications.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.7	Adjust temperature controls of ovens or other heating equipment.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.8	Set equipment controls to meet cutting specifications.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.9	Adjust settings or positions of medical equipment.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.10	Adjust office equipment to ensure proper operation.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.11	Adjust the tension of nuts or bolts.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.12	Adjust equipment controls to regulate coolant flow.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.13	Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.14	Adjust flow of electricity to tools or production equipment.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.15	Adjust vehicle components according to specifications.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.16	Control power supply connections.
4.A.3.a.2	4.A.3.a.2.i	4.A.3.a.2.i.17	Adjust building climate control systems.
4.A.3.a.2	4.A.3.a.2.j	4.A.3.a.2.j.1	Train animals.
4.A.3.a.2	4.A.3.a.2.k	4.A.3.a.2.k.1	Prepare medical supplies or equipment for use.
4.A.3.a.2	4.A.3.a.2.k	4.A.3.a.2.k.2	Prepare medical instruments or equipment for use.
4.A.3.a.2	4.A.3.a.2.k	4.A.3.a.2.k.3	Prepare patient treatment areas for use.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.1	Cut openings in existing structures.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.2	Trim excess material from workpieces.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.3	Cut materials according to specifications or needs.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.4	Cut industrial materials in preparation for fabrication or processing.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.5	Cut tile, stone, or other masonry materials.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.6	Cut metal components for installation.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.7	Cut wood components for installation.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.8	Cut fabrics.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.9	Trim excess material from installations.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.10	Cut glass.
4.A.3.a.2	4.A.3.a.2.l	4.A.3.a.2.l.11	Cut carpet, vinyl or other flexible materials.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.1	Prepare explosives for detonation.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.2	Immerse objects or workpieces in cleaning or coating solutions.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.3	Prepare excavation or extraction sites for commissioning or decommissioning.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.4	Prepare hazardous waste for processing or disposal.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.5	Heat material or workpieces to prepare for or complete production.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.6	Melt metal, plastic, or other materials to prepare for production.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.7	Prepare fabrics or materials for processing or production.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.8	Prepare biological feedstock for physical, chemical, or biological processing.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.9	Prepare materials for processing.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.10	Skim impurities from molten metal.
4.A.3.a.2	4.A.3.a.2.m	4.A.3.a.2.m.11	Ignite fuel to activate heating equipment.
4.A.3.a.2	4.A.3.a.2.n	4.A.3.a.2.n.1	Cut trees or logs.
4.A.3.a.2	4.A.3.a.2.n	4.A.3.a.2.n.2	Trim trees or other vegetation.
4.A.3.a.2	4.A.3.a.2.o	4.A.3.a.2.o.1	Grind parts to required dimensions.
4.A.3.a.2	4.A.3.a.2.o	4.A.3.a.2.o.2	Remove dents from equipment, materials, tools or structures.
4.A.3.a.2	4.A.3.a.2.o	4.A.3.a.2.o.3	Smooth surfaces of objects or equipment.
4.A.3.a.2	4.A.3.a.2.o	4.A.3.a.2.o.4	Polish materials, workpieces, or finished products.
4.A.3.a.2	4.A.3.a.2.o	4.A.3.a.2.o.5	Smooth metal surfaces or edges.
4.A.3.a.2	4.A.3.a.2.o	4.A.3.a.2.o.6	Smooth surfaces with abrasive materials or tools.
4.A.3.a.2	4.A.3.a.2.p	4.A.3.a.2.p.1	Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.
4.A.3.a.2	4.A.3.a.2.p	4.A.3.a.2.p.2	Install solar energy systems.
4.A.3.a.2	4.A.3.a.2.p	4.A.3.a.2.p.3	Install heating, ventilation, or air conditioning (HVAC) equipment.
4.A.3.a.2	4.A.3.a.2.q	4.A.3.a.2.q.1	Cast molds of patient anatomies to create medical or dental devices.
4.A.3.a.2	4.A.3.a.2.q	4.A.3.a.2.q.2	Make patient-assistive devices or device models.
4.A.3.a.2	4.A.3.a.2.q	4.A.3.a.2.q.3	Fabricate medical devices.
4.A.3.a.2	4.A.3.a.2.q	4.A.3.a.2.q.4	Construct customized assistive medical or dental devices.
4.A.3.a.2	4.A.3.a.2.r	4.A.3.a.2.r.1	Direct vehicle traffic.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.1	Remove parts or components from vehicles.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.2	Disassemble equipment for maintenance or repair.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.3	Disassemble equipment to inspect for deficiencies.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.4	Remove accessories, tools, or other parts from equipment.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.5	Dismantle equipment or temporary structures.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.6	Remove parts or components from equipment.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.7	Dismantle heavy equipment or machinery.
4.A.3.a.2	4.A.3.a.2.s	4.A.3.a.2.s.8	Disable door locks.
4.A.3.a.2	4.A.3.a.2.t	4.A.3.a.2.t.1	Install electrical components, equipment, or systems.
4.A.3.a.2	4.A.3.a.2.t	4.A.3.a.2.t.2	Install drilling equipment.
4.A.3.a.2	4.A.3.a.2.t	4.A.3.a.2.t.3	Install audio or communications equipment.
4.A.3.a.2	4.A.3.a.2.t	4.A.3.a.2.t.4	Install production equipment or systems.
4.A.3.a.2	4.A.3.a.2.t	4.A.3.a.2.t.5	Install instrumentation or electronic equipment or systems.
4.A.3.a.2	4.A.3.a.2.t	4.A.3.a.2.t.6	Install metering equipment.
4.A.3.a.2	4.A.3.a.2.t	4.A.3.a.2.t.7	Install home appliances.
4.A.3.a.2	4.A.3.a.2.u	4.A.3.a.2.u.1	Treat nails by shaping, decorating, or augmenting.
4.A.3.a.2	4.A.3.a.2.u	4.A.3.a.2.u.2	Apply cleansing or conditioning agents to client hair, scalp, or skin.
4.A.3.a.2	4.A.3.a.2.u	4.A.3.a.2.u.3	Apply solutions to hair for therapeutic or cosmetic purposes.
4.A.3.a.2	4.A.3.a.2.u	4.A.3.a.2.u.4	Apply makeup to alter or enhance appearance.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.1	Adjust position of molds during processing.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.2	Position safety or support equipment.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.3	Position animal trapping or capture equipment.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.4	Position construction forms or molds.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.5	Position construction or extraction equipment.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.6	Position equipment using hand tools, power tools, or heavy equipment.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.7	Position patterns on equipment, materials, or workpieces.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.8	Level machines or equipment.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.9	Position containers to receive materials or workpieces.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.10	Position material handling equipment.
4.A.3.a.2	4.A.3.a.2.v	4.A.3.a.2.v.11	Position hand tools.
4.A.3.a.2	4.A.3.a.2.w	4.A.3.a.2.w.1	Secure watercraft to docks, wharves or other vessels.
4.A.3.a.2	4.A.3.a.2.x	4.A.3.a.2.x.1	Adjust prostheses or other assistive devices.
4.A.3.a.2	4.A.3.a.2.x	4.A.3.a.2.x.2	Adjust dental devices or appliances to ensure fit.
4.A.3.a.2	4.A.3.a.2.y	4.A.3.a.2.y.1	Engrave designs, text, or other markings onto materials, workpieces, or products.
4.A.3.a.2	4.A.3.a.2.z	4.A.3.a.2.z.1	Embalm corpses.
4.A.3.a.2	4.A.3.a.2.aa	4.A.3.a.2.aa.1	Fabricate devices or components.
4.A.3.a.2	4.A.3.a.2.aa	4.A.3.a.2.aa.2	Fabricate parts or components.
4.A.3.a.2	4.A.3.a.2.aa	4.A.3.a.2.aa.3	Fabricate products or components using machine tools.
4.A.3.a.2	4.A.3.a.2.ab	4.A.3.a.2.ab.1	Attach decorative or functional accessories to products.
4.A.3.a.2	4.A.3.a.2.ab	4.A.3.a.2.ab.2	Construct distinctive physical objects for artistic, functional, or commercial purposes.
4.A.3.a.2	4.A.3.a.2.ac	4.A.3.a.2.ac.1	Slaughter animals.
4.A.3.a.2	4.A.3.a.2.ac	4.A.3.a.2.ac.2	Remove skin or other body parts from animals.
4.A.3.a.2	4.A.3.a.2.ac	4.A.3.a.2.ac.3	Process animal carcasses.
4.A.3.a.2	4.A.3.a.2.ad	4.A.3.a.2.ad.1	Drill holes in earth or rock.
4.A.3.a.2	4.A.3.a.2.ad	4.A.3.a.2.ad.2	Drill holes in construction materials.
4.A.3.a.2	4.A.3.a.2.ad	4.A.3.a.2.ad.3	Drill holes in parts, equipment, or materials.
4.A.3.a.2	4.A.3.a.2.ae	4.A.3.a.2.ae.1	Groom wigs or hairpieces.
4.A.3.a.2	4.A.3.a.2.ae	4.A.3.a.2.ae.2	Trim client hair.
4.A.3.a.2	4.A.3.a.2.af	4.A.3.a.2.af.1	Set up classroom materials or equipment.
4.A.3.a.2	4.A.3.a.2.af	4.A.3.a.2.af.2	Arrange childcare or educational settings to ensure physical safety of children.
4.A.3.a.2	4.A.3.a.2.af	4.A.3.a.2.af.3	Display student work.
4.A.3.a.2	4.A.3.a.2.ag	4.A.3.a.2.ag.1	Treat facilities to eliminate pests.
4.A.3.a.2	4.A.3.a.2.ag	4.A.3.a.2.ag.2	Paint surfaces or equipment.
