O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-3051.04	2.D.1	Required Level of Education	RL	5	16.70	21	10.2457	4.1377	48.2331	N	08/2020	Incumbent
11-3051.04	2.D.1	Required Level of Education	RL	6	61.49	21	15.2219	29.4611	85.9191	N	08/2020	Incumbent
11-3051.04	2.D.1	Required Level of Education	RL	7	0.00	21	0.0000	n/a	n/a	N	08/2020	Incumbent
11-3051.04	2.D.1	Required Level of Education	RL	8	0.00	21	0.0000	n/a	n/a	N	08/2020	Incumbent
11-3051.04	2.D.1	Required Level of Education	RL	9	0.00	21	0.0000	n/a	n/a	N	08/2020	Incumbent
11-3051.04	2.D.1	Required Level of Education	RL	10	0.00	21	0.0000	n/a	n/a	N	08/2020	Incumbent
11-3051.04	2.D.1	Required Level of Education	RL	11	0.00	21	0.0000	n/a	n/a	N	08/2020	Incumbent
11-3051.04	2.D.1	Required Level of Education	RL	12	0.00	21	0.0000	n/a	n/a	N	08/2020	Incumbent
11-3051.04	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.78	21	0.4138	1.9177	3.6439	N	08/2020	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	1	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	2	13.59	29	6.1816	5.0782	31.6155	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	3	28.95	29	8.5747	14.7862	48.9064	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	4	14.08	29	6.1067	5.5056	31.5470	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	5	21.28	29	8.1747	9.0474	42.3469	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	6	14.85	29	6.4285	5.8022	33.0720	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	7	7.24	29	5.1456	1.6006	27.2672	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	8	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	9	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	10	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	11	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3051.06	2.D.1	Required Level of Education	RL	12	0.00	29	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3061.00	2.D.1	Required Level of Education	RL	1	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	2	5.26	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	3	15.79	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	4	5.26	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	5	10.53	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	6	52.63	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	7	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	8	10.53	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	9	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	10	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	11	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.1	Required Level of Education	RL	12	0.00	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3061.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.42	19	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	4	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	5	4.76	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	6	66.67	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	7	9.52	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	8	19.05	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	10	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.04	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	4	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	5	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	6	76.19	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	7	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	8	14.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	10	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3111.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.48	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	2	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	3	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	4	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	5	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	6	81.82	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	7	9.09	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	8	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3121.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.18	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	1	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	2	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	3	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	4	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	5	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	6	71.43	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	7	7.14	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	8	21.43	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	9	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	10	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	11	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.1	Required Level of Education	RL	12	0.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-3131.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.00	28	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	1	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	2	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	3	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	4	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	5	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	6	40.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	8	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9021.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.85	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-9031.00	2.D.1	Required Level of Education	RL	1	0.00	27	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	2	25.65	27	12.9051	7.9086	58.0980	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	3	6.18	27	5.9797	0.7840	35.4361	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	4	19.70	27	10.0020	6.2684	47.3647	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	5	31.95	27	19.0524	7.1912	73.9833	Y	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	6	10.33	27	4.7598	3.8538	24.8841	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	7	5.97	27	5.8229	0.7466	34.8772	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	8	0.22	27	0.1711	0.0455	1.0768	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	9	0.00	27	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	10	0.00	27	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	11	0.00	27	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9031.00	2.D.1	Required Level of Education	RL	12	0.00	27	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	1	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	2	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	3	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	4	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	5	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	6	23.72	20	14.6894	5.3786	62.9747	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	7	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	8	60.71	20	13.7962	31.5303	83.8309	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	9	15.57	20	8.6675	4.4346	42.2980	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	11	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.1	Required Level of Education	RL	12	0.00	20	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9032.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	4.00	20	0.3465	3.2706	4.7212	N	08/2025	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	1	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	2	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	3	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	4	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	5	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	6	7.62	40	5.1225	1.8578	26.4399	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	7	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	8	47.94	40	10.0989	28.8821	67.6084	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	9	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	10	0.00	40	0.0000	n/a	n/a	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	11	37.24	40	10.0688	19.8904	58.6514	N	08/2018	Incumbent
11-9033.00	2.D.1	Required Level of Education	RL	12	7.20	40	5.4548	1.4671	28.7992	N	08/2018	Incumbent
11-9033.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.36	40	0.2996	1.7525	2.9645	N	08/2018	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	1	0.00	23	0.0000	n/a	n/a	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	2	0.00	23	0.0000	n/a	n/a	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	3	0.00	23	0.0000	n/a	n/a	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	4	0.00	23	0.0000	n/a	n/a	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	5	1.15	23	1.2225	0.1238	9.7953	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	6	45.52	23	9.4702	27.4563	64.8468	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	7	1.15	23	1.2225	0.1238	9.7953	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	8	27.04	23	6.9297	15.1742	43.4353	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	9	11.85	23	11.4453	1.3667	56.6011	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	10	12.15	23	8.0669	2.8029	39.8698	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	11	1.15	23	1.2225	0.1238	9.7953	N	08/2020	Incumbent
11-9041.00	2.D.1	Required Level of Education	RL	12	0.00	23	0.0000	n/a	n/a	N	08/2020	Incumbent
11-9041.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.10	23	0.4839	2.0942	4.1014	N	08/2020	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	1	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	2	1.33	33	1.4023	0.1543	10.5850	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	3	4.77	33	4.6765	0.6100	28.9832	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	4	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	5	5.82	33	4.8034	1.0285	26.9065	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	6	55.44	33	15.9506	25.0344	82.2527	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	7	1.24	33	1.3235	0.1399	10.1643	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	8	28.62	33	14.4012	8.7108	62.7637	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	9	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	10	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	11	1.33	33	1.4197	0.1502	10.8418	N	07/2014	Incumbent
11-9041.01	2.D.1	Required Level of Education	RL	12	1.43	33	1.2339	0.2450	7.9297	N	07/2014	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	1	16.14	36	13.6610	2.4201	59.8966	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	2	29.66	36	15.1324	8.8202	64.7714	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	3	21.34	36	12.2687	5.7984	54.4696	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	4	4.56	36	4.1619	0.6817	24.9729	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	5	18.56	36	13.0154	3.8183	56.6896	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	6	9.73	36	6.5211	2.3305	32.7332	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	7	0.00	36	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	8	0.00	36	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	9	0.00	36	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	10	0.00	36	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	11	0.00	36	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9051.00	2.D.1	Required Level of Education	RL	12	0.00	36	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9051.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.87	36	0.3570	2.1407	3.5903	N	08/2025	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	1	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	2	56.51	27	8.6163	38.7293	72.7630	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	3	6.74	27	4.5306	1.6143	24.1292	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	4	30.01	27	7.8189	16.6346	47.9638	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	5	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	6	6.74	27	4.7671	1.4958	25.5740	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	7	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	8	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	9	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	10	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	11	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.1	Required Level of Education	RL	12	0.00	27	0.0000	n/a	n/a	N	08/2023	Incumbent
11-9071.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.10	26	0.3607	1.3573	2.8430	N	08/2023	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	1	0.00	18	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	2	0.69	18	0.7179	0.0745	6.0031	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	3	0.00	18	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	4	23.06	18	11.5413	7.0589	54.1764	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	5	16.79	18	13.7663	2.4597	61.7379	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	6	52.12	18	15.1081	23.2838	79.6129	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	7	0.00	18	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	8	7.35	18	7.5177	0.7664	44.8952	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	9	0.00	18	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	10	0.00	18	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	11	0.00	18	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9072.00	2.D.1	Required Level of Education	RL	12	0.00	18	0.0000	n/a	n/a	N	08/2025	Incumbent
11-9072.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.60	18	0.3572	1.8508	3.3582	N	08/2025	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	1	18.32	15	16.4142	2.0884	70.2222	Y	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	2	1.15	15	0.8828	0.2174	5.8092	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	3	0.00	15	0.0000	n/a	n/a	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	4	5.89	15	4.3890	1.1314	25.4876	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	5	3.05	15	2.6925	0.4448	18.1466	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	6	71.60	15	16.6749	30.2771	93.6026	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	7	0.00	15	0.0000	n/a	n/a	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	8	0.00	15	0.0000	n/a	n/a	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	9	0.00	15	0.0000	n/a	n/a	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	10	0.00	15	0.0000	n/a	n/a	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	11	0.00	15	0.0000	n/a	n/a	N	07/2017	Incumbent
11-9081.00	2.D.1	Required Level of Education	RL	12	0.00	15	0.0000	n/a	n/a	N	07/2017	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	1	0.00	28	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
11-9111.00	2.D.1	Required Level of Education	RL	2	3.57	28	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
11-9111.00	2.D.1	Required Level of Education	RL	3	7.14	28	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
11-9111.00	2.D.1	Required Level of Education	RL	4	3.57	28	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
11-9111.00	2.D.1	Required Level of Education	RL	5	10.71	28	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
11-9111.00	2.D.1	Required Level of Education	RL	6	46.43	28	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
11-9111.00	2.D.1	Required Level of Education	RL	7	0.00	28	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
